year,sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
3rd Year,0f75f043dbc2,how do,How do,ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3061
3rd Year,15e037ae8d0c,how does ftp work,How does FTP work?,Q.4.,CSE-3rd-year.pdf,1,2534
3rd Year,14ccb53d76d9,how does it work,How does it work?,UNIT-V,CSE-3rd-year.pdf,1,5661
3rd Year,66d17617e8a9,how explain the following in context with interface,How (b) Explain the following in context with interface:,203-30T,CSE-3rd-year.pdf,1,4437
3rd Year,cb1bfc4a2919,how guided media differ from,How guided media differ from,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3204
3rd Year,b386e791d988,how is it connected to isophirsm and,How is it connected to 1-isophirsm and 2-,TCS-604 // 2000,CSE-3rd-year.pdf,1,3566
3rd Year,a3f6390c7378,how is segment table created,how is segment table created?,COMPUTER GRAPHICS,CSE-3rd-year.pdf,1,693
3rd Year,8aebc3fbedca,how is segment useful to draw and redraw a part of image and,How is segment useful to draw and redraw a part of image and,COMPUTER GRAPHICS,CSE-3rd-year.pdf,1,691
3rd Year,3e3ba6b95e56,how is subnet,How is subnet,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3148
3rd Year,8a31ed2e1431,how is subnet addressing is performed,How is subnet addressing is performed?,[P.T.O.],CSE-3rd-year.pdf,1,2251
3rd Year,3b535d44158a,how it is classified,How it is classified?,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3148
3rd Year,3b535d44158a,how it is classified,How it is classified?,[P.T.O.],CSE-3rd-year.pdf,1,2251
3rd Year,aeeeb3e3c3a5,how map reduce jobs run on yarn,how map reduce jobs run on  YARN?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6932
3rd Year,b9b07c91f200,how s,How S,TCS-402/1960/4,CSE-3rd-year.pdf,1,4054
3rd Year,8a5eb27e2b0c,how tell and ask are used in first order logic,How TELL and ASK are used in first-order-logic?,TCS-603/2000/4,CSE-3rd-year.pdf,1,3343
3rd Year,e53d478287e6,how the grammar is made,How the grammar is made,Q1.,CSE-3rd-year.pdf,1,1303
3rd Year,ed4b436c7545,hypothesis,hypothesis?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6876
3rd Year,eabef3e44734,identify whether following grammar is,identify whether following grammar is,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE-3rd-year.pdf,1,1015
3rd Year,958f57f57d72,if,If,TCS-605/000/3 1980,CSE-3rd-year.pdf,1,4379
3rd Year,cd666de6c2ec,if not convert it into nf c,"If not, convert it into 2 NF (10 marks)  c)",DATABASE MANAGEMENT SYSTEM,CSE-3rd-year.pdf,1,7007
3rd Year,21500f19a8ad,if so how these conflicts are resolved,If so how these conflicts are resolved?,OM HOR,CSE-3rd-year.pdf,1,5432
3rd Year,87e13b07c7db,if you want to view an assembly how delay,If you want to view an assembly how delay,TCS-402/1960/4,CSE-3rd-year.pdf,1,4329
3rd Year,2e45f4ee955e,illustrate with a,Illustrate with a,Q4.,CSE-3rd-year.pdf,1,4714
3rd Year,3e7ce50be818,immediately,immediately?,(OS=S-ON),CSE-3rd-year.pdf,1,3922
3rd Year,db6e9a72a666,implement a sample,Implement a sample,TCS-605/000/3 1980,CSE-3rd-year.pdf,1,4391
3rd Year,16d4272751c0,in code optimization islava sost aldstiu discuss the loop optimization technique,in code optimization?islava sost aldstiu (b) Discuss the loop optimization technique,DS-1079],CSE-3rd-year.pdf,1,5265
3rd Year,a490c9b99ffe,initial red black tree,initial red-black tree?,SECTION-2,CSE-3rd-year.pdf,1,6446
3rd Year,2293dd66907f,inting,inting?,-X-,CSE-3rd-year.pdf,1,4223
3rd Year,08e59743da37,is it possible to have two main in a c code,(d) Is it possible to have two Main() in a C# code?,TCS-605/000/3 1980,CSE-3rd-year.pdf,1,4379
3rd Year,c0bfa0cf104c,is n o,Is 22n O(2)?,SECTION-1,CSE-3rd-year.pdf,1,6389
3rd Year,d08302f8e0c6,is the system in a safe state,(ii) Is the system in a safe state?,(OS-SX0),CSE-3rd-year.pdf,1,3914
3rd Year,1c66f949006b,isomorphism,isomorphism?,TCS-604 // 2000,CSE-3rd-year.pdf,1,3568
3rd Year,f8b4f2ae5183,isomrphism with an example for each,isomrphism with an example for each.,M03-29T,CSE-3rd-year.pdf,1,6087
3rd Year,67073ca5d930,justify presentation layer carries,Justify: presentation layer carries,UNIT-IV,CSE-3rd-year.pdf,1,5777
3rd Year,5ae1c8a812f9,justify your,Justify your,BCST-604A,CSE-3rd-year.pdf,1,4772
3rd Year,5ae1c8a812f9,justify your,Justify your,COMPILER DESIGN,CSE-3rd-year.pdf,1,1153
3rd Year,81ce0b28dc0d,justify your answer,Justify your answer.,10X2=20,CSE-3rd-year.pdf,1,933
3rd Year,16276e4f79e4,knapsack problem,knapsack problem?,Q2.,CSE-3rd-year.pdf,1,7567
3rd Year,cce245fbd902,knowledge,knowledge?,(C),CSE-3rd-year.pdf,1,420
3rd Year,6ed91b8a65d0,knowledge based agents and what are their advantages and limitations,"knowledge-based agents, and what are their advantages and limitations?",ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,43
3rd Year,f2581530065d,knowledge representation,knowledge  representation?,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,35
3rd Year,5e245bf761d3,list active edge list etc,"list, active edge list etc.?",COMPUTER GRAPHICS,CSE-3rd-year.pdf,1,650
3rd Year,12c1eed20ac6,list all the applications of fuzzy logic,List all the applications of fuzzy logic.,(F),CSE-3rd-year.pdf,1,394
3rd Year,a05d1512d08e,list four steps needed to run a program on a completely dedicated machine,List four steps needed to run a program on a completely dedicated machine.,OPERATING SYSTEM,CSE-3rd-year.pdf,1,6198
3rd Year,153308509fc3,list some applications appropriate for each of the display technologies,List some applications appropriate for each of the display technologies.,UNIT - I,CSE-3rd-year.pdf,1,2828
3rd Year,85176f4df7a0,list the different input and output components that are typically used with virtual reality systems also explain how users interact with a virtual scene displayed with different output devices,List the different input and output components that are typically used with virtual reality systems. Also explain how users interact with a virtual scene displayed with different output devices.,UNIT - I,CSE-3rd-year.pdf,1,2832
3rd Year,4932676b3342,list the operating characteristics for the following display technologies raster refresh system vector refresh system plasma panel and lcd how much time is spent scanning across each row of pixels during screen refresh on a raster system with a resolution of by and a refresh rate of frames per second,"List the operating characteristics for the following display technologies: raster refresh system, vector refresh system, plasma panel and LCD. How much time is spent scanning across each row of pixels during screen refresh on a raster system with a resolution of 1280 by 1024 and a refresh rate of 60 frames per second?",UNIT - I,CSE-3rd-year.pdf,1,2813
3rd Year,14dcfd7df2ff,list the properties of animating interactive programs,List the properties of Animating Interactive Programs?,[P.T.O.],CSE-3rd-year.pdf,1,814
3rd Year,9e338e73f4b1,matching how it is related to bipartite graph,matching. How it is related to bipartite graph?,GRAPH THEORY,CSE-3rd-year.pdf,1,3527
3rd Year,22b79dfd4d56,mention the criteria for achieving machine independent,Mention the criteria for achieving machine independent,BCST-602,CSE-3rd-year.pdf,1,4545
3rd Year,deef9b38c757,mention the objectives,Mention the objectives,TCS-601,CSE-3rd-year.pdf,1,3692
3rd Year,b0f07182404c,modes in pig,modes in PIG?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6931
3rd Year,cd8fa10d9db7,modes in which they work,modes in which they work?,PTO,CSE-3rd-year.pdf,1,2083
3rd Year,d1854cae891e,n,1 0 7 8-N,E-1 0 7 8-N,CSE-3rd-year.pdf,1,5298
3rd Year,5a5c66d7b62a,need for sequence numbers,need for sequence numbers?,[P.T.O.],CSE-3rd-year.pdf,1,2257
3rd Year,72770f03078d,notxixitq qool or ausai what is basic block,notxixitq qool or ausai (d) What is basic block?,DOAG),CSE-3rd-year.pdf,1,5455
3rd Year,7a81af3e591a,o,O(2n)?,SECTION-1,CSE-3rd-year.pdf,1,6389
3rd Year,3d807cf5f355,of a frame buffer using the binary arithmetic operations,of a frame buffer using the binary arithmetic operations?,UNIT - V,CSE-3rd-year.pdf,1,2914
3rd Year,72ce1e1c7a7f,of assembly,of assembly?,TCS-402/1960/4,CSE-3rd-year.pdf,1,4329
3rd Year,cbcb0a0e947e,of network architecture,of network architecture?,ST021_005 | 103.170.7,CSE-3rd-year.pdf,1,2316
3rd Year,1397ee74ecbb,of the packet is corrupted what happens to the packet,of the packet is  corrupted. What happens to the packet?,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3143
3rd Year,cb5f781d0baa,on one processor how many different schedules mare possible,"on one processor, how many different schedules mare possible?",0=4X2,CSE-3rd-year.pdf,1,6279
3rd Year,e6b02ea05414,orgnuging,orgnuging,10X 2,CSE-3rd-year.pdf,1,456
3rd Year,4e6a0ad87a65,osi,OSI?,OSI?,CSE-3rd-year.pdf,1,867
3rd Year,ef366d1b5798,out the job of transition what are the various security threats,out the job of transition. What are the various security threats?,UNIT-IV,CSE-3rd-year.pdf,1,5778
3rd Year,516b9783fca5,p,P,TCS-601,CSE-3rd-year.pdf,1,6176
3rd Year,daa93cfff1f4,parameter for the algorithm,parameter for the algorithm ?,COMPUTER GRAPHICS,CSE-3rd-year.pdf,1,665
3rd Year,862e818c3eba,particular file,particular file?,DS-1077],CSE-3rd-year.pdf,1,6337
3rd Year,953b88970306,physical organization of nodes,physical organization of nodes?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6933
3rd Year,b403bd8c4903,planning and how does it differ from classical state space planning,"planning, and how does it differ from classical state space planning?",ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,66
3rd Year,93372c2da389,possible disadvantage of using layered protocols,possible  disadvantage of using layered protocols?,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3139
3rd Year,a72f630f36d2,powers of,powers of 2?,DS-1077],CSE-3rd-year.pdf,1,6295
3rd Year,24d69dd6f3ab,prevention of deadlock,prevention of deadlock?,TCS-601/1970/4,CSE-3rd-year.pdf,1,3812
3rd Year,a5a0d15d4ae8,problem,problem?,Q5.,CSE-3rd-year.pdf,1,7624
3rd Year,c854b1a23f9f,problem is np complete,problem is NP-Complete?,SECTION-5,CSE-3rd-year.pdf,1,6526
3rd Year,f08e978ac76d,problems for full implementation of voice over ip,problems for full implementation of voice over IP?,Q.4.,CSE-3rd-year.pdf,1,2535
3rd Year,3ecbedd0d6a1,processes of kb kb kb and kb,"processes of 212 KB, 417 KB, 112 KB, and 426 KB (in order)?",TCS-601/1970/4,CSE-3rd-year.pdf,1,3852
3rd Year,6dd8429cc900,processing,processing?,(C),CSE-3rd-year.pdf,1,372
3rd Year,f05977cc41b6,processor how yacc can be used to generate a parser,processor. How YACC can be used to generate a parser?,I = S9,CSE-3rd-year.pdf,1,5372
3rd Year,462a880588b6,programming solution to a problem,programming solution to a problem?,SECTION-3,CSE-3rd-year.pdf,1,6456
3rd Year,bf4b0d4c4e6a,prove that a red black tree with n internal nodes has height almost log,Prove that a red-black tree with n internal nodes has height almost 2log (n+1)?,Q2.,CSE-3rd-year.pdf,1,7545
3rd Year,de2472c10072,provide a suitable,Provide a suitable,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,55
3rd Year,1e01d215bc09,rate,rate?,NETWORKS,CSE-3rd-year.pdf,1,2437
3rd Year,dd730dfac570,reference take,reference take?,DS-1077],CSE-3rd-year.pdf,1,6307
3rd Year,b6b571acd11a,regard to process aslubomanagement m wod,regard to process aslubomanagement ?m wod,OPERATING SYSTEM,CSE-3rd-year.pdf,1,6213
3rd Year,4432d55c405e,repeat arq over go back n arq protocol,Repeat ARQ over Go Back-N ARQ protocol?,ST021_005 | 103.170.7,CSE-3rd-year.pdf,1,2338
3rd Year,623e76c36aa2,require,require?,GRAPHICS,CSE-3rd-year.pdf,1,1966
3rd Year,acaf32254355,rotation,Rotation,PTO,CSE-3rd-year.pdf,1,2042
3rd Year,622d87b4493c,sbermo what is the content of the matrix need,Sbermo (i) What is the content of the matrix Need?,(OS-SX0),CSE-3rd-year.pdf,1,3912
3rd Year,c7711334ec43,scaling,scaling,PTO,CSE-3rd-year.pdf,1,2044
3rd Year,9a9e56edb7dc,scheme,scheme?,DS-1077],CSE-3rd-year.pdf,1,6296
3rd Year,9f4bfc58c3f6,search technique,search technique?,TCS-603,CSE-3rd-year.pdf,1,3313
3rd Year,f9109a70ae70,secondary storage management,secondary-storage management ?,ΑΠΟ ΠΟ,CSE-3rd-year.pdf,1,6220
3rd Year,292dea2572a6,segment such a system what would be its advantages and disadvantages,segment such a system. What would be its advantages and disadvantages?,[P.T.O.],CSE-3rd-year.pdf,1,780
3rd Year,83f8c9a33f31,separable graph,separable graph?,TCS-604 // 2000,CSE-3rd-year.pdf,1,3584
3rd Year,0c5fe90169d9,shearing,shearing,PTO,CSE-3rd-year.pdf,1,2046
3rd Year,47e5593a16c8,shell in unix,shell in Unix?,P100050-20T,CSE-3rd-year.pdf,1,4169
3rd Year,f67eb31a86bd,show that the next fit algorithm for bp achieves an asymptotic ratio of show that ff nf,Show that the Next-Fit algorithm for BP (BIN-PACKING) achieves an asymptotic ratio of 2. Show that FF(I) ≤NF(I).,(B),CSE-3rd-year.pdf,1,6538
3rd Year,daba95913211,show the use,Show the use,203-30T,CSE-3rd-year.pdf,1,4417
3rd Year,3e4c73d6e3e3,show with examples timila,Show with examples. timila,DOAG),CSE-3rd-year.pdf,1,5456
3rd Year,db1453a05708,slotted aloha,Slotted ALOHA,TOTE 2. ISDN,CSE-3rd-year.pdf,1,948
3rd Year,f4a55a196594,so how is it resolved,"so, how is it resolved?",TCS-605/000/3 1980,CSE-3rd-year.pdf,1,4383
3rd Year,cde8d96ef5d4,solve the following instance of the single source shortest paths problem with vertex v as the source,"Solve the following instance of the single-source shortest paths problem with vertex ""v3"" as the source.",SECTION-4,CSE-3rd-year.pdf,1,6476
3rd Year,0c4b5cdd0940,source computer be informed of the situation,source computer be informed  of the situation?,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3144
3rd Year,399a58d1041a,sourcing involved in analytics,sourcing involved in analytics?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6885
3rd Year,dd1511711f93,spanning tree,Spanning tree?,TCS-604 // 2000,CSE-3rd-year.pdf,1,3588
3rd Year,48939eb7de81,starve cpu bound betudniaid programs,starve CPU-bound betudniaid programs?,0=4X2,CSE-3rd-year.pdf,1,6272
3rd Year,8357cbe3ff90,state and explain the weileratherton polygon clipping algorithm with proper diagram,State and explain the weileratherton polygon clipping algorithm with proper diagram.,Section C,CSE-3rd-year.pdf,1,1797
3rd Year,3cadc4703953,state and prove the following d transformations matrix,state and prove the following 2d transformations matrix,PTO,CSE-3rd-year.pdf,1,2038
3rd Year,77fbfed27aa6,state if backtracking always produces optimal solution describe how to implement a queue using two stacks and o additional memory so that the amortized time for any,"State if backtracking always produces optimal solution. Describe how to implement a queue using two stacks and O(1) additional memory, so that the amortized time for any",12. (A) (B),CSE-3rd-year.pdf,1,6464
3rd Year,2c2acc09e9ff,state sutherland hodgeman polygon clipping algorithm and also mention its advantages and state the differences between concave amp convex polygon,State Sutherland-hodgeman polygon clipping algorithm and also mention its advantages and state the differences between concave &amp; convex polygon.,TCS-501/2120,CSE-3rd-year.pdf,1,1868
